/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/NomeCompletoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SexoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/FormaTratamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/SiglaPartidoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/CodigoMandato;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/PrimeiraLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/NumeroLegislatura;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/SegundaLegislaturaDoMandato/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Titular/NomeParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/DescricaoParticipacao;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/CodigoParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Suplentes/Suplente/NomeParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/CodigoPublicoNaLegAtual;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlFotoParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParlamentar;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UrlPaginaParticular;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/EmailParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/CodigoExercicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataInicio;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataFim;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/SiglaCausaAfastamento;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DescricaoCausaAfastamento;/Servico/Parlamentares/Parlamentar/IdentificacaoParlamentar/UfParlamentar;/Servico/Parlamentares/Parlamentar/Mandatos/Mandato/Exercicios/Exercicio/DataLeitura
"945";"Alvaro Dias";"Alvaro Fernandes Dias";"Masculino";"Senador ";"PODEMOS";"514";"PR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"5609";"Joel Malucelli";"855";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/945";"https://www.alvarodias.com.br/";"sen.alvarodias@senado.leg.br";;;;;;;
"945";"Alvaro Dias";"Alvaro Fernandes Dias";"Masculino";"Senador ";"PODEMOS";"514";"PR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"5611";"Severino Araujo";"855";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/945";"https://www.alvarodias.com.br/";"sen.alvarodias@senado.leg.br";;;;;;;
"945";"Alvaro Dias";"Alvaro Fernandes Dias";"Masculino";"Senador ";"PODEMOS";"514";"PR";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;"855";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador945.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/945";"https://www.alvarodias.com.br/";"sen.alvarodias@senado.leg.br";"2755";"2015-02-01";"2023-01-31";"TER";"Término do mandato";;
"5607";"Alzenir Porto";"Maria Alzenir Porto da Costa";"Feminino";"Senadora ";"PTB";"496";"PI";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5531";"Elmano Férrer";"1º Suplente";"5849";"José Amauri";;;;;;;;;;;;
"5989";"Ana Maria";"Ana Maria de Resende Vieira";"Feminino";"Senadora ";;"562";"MG";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5732";"Rodrigo Pacheco";"1º Suplente";"5257";"Renzo Braz";;;;;;;;;;;;
"5950";"Ana Paula Tongo";"Ana Paula Tongo da Silva";"Feminino";"Senadora ";;"548";"ES";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5953";"Fabiano Contarato";"2º Suplente";"5952";"Bento";;;;;;;;;;;;
"5969";"Andre Filipe";"Andre Felipe de Oliveira da Silva";"Masculino";"Senador ";;"552";"DF";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"4770";"Izalci Lucas";"1º Suplente";"5968";"Luis Felipe Belmonte";;;;;;;;;;;;
"5967";"Angelo Coronel";"Angelo Mario Coronel de Azevedo Martins";"Masculino";"Senador ";"PSD";"554";"BA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5837";"Davidson Magalhães";"832";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5967";;"sen.angelocoronel@senado.leg.br";;;;;;"BA";
"5967";"Angelo Coronel";"Angelo Mario Coronel de Azevedo Martins";"Masculino";"Senador ";"PSD";"554";"BA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"5056";"Silvia Nascimento Cardoso dos Santos Cerqueira";"832";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5967";;"sen.angelocoronel@senado.leg.br";;;;;;"BA";
"5967";"Angelo Coronel";"Angelo Mario Coronel de Azevedo Martins";"Masculino";"Senador ";"PSD";"554";"BA";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"832";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5967";;"sen.angelocoronel@senado.leg.br";"2889";"2019-02-01";;;;"BA";
"5529";"Antonio Anastasia";"Antonio Augusto Junho Anastasia";"Masculino";"Senador ";"PSD";"495";"MG";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"1º Suplente";"4610";"Alexandre Silveira";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5529.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5529";;"sen.antonioanastasia@senado.leg.br";;;;;;;
"5529";"Antonio Anastasia";"Antonio Augusto Junho Anastasia";"Masculino";"Senador ";"PSD";"495";"MG";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;"2º Suplente";"415";"Lael Varella";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5529.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5529";;"sen.antonioanastasia@senado.leg.br";;;;;;;
"5529";"Antonio Anastasia";"Antonio Augusto Junho Anastasia";"Masculino";"Senador ";"PSD";"495";"MG";"Titular";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5529.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5529";;"sen.antonioanastasia@senado.leg.br";"2759";"2015-02-01";"2022-02-02";"REN";"Renúncia";;
"6001";"Arlindo Silva";"Arlindo Penha da Silva";"Masculino";"Senador ";;"566";"PA";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"3806";"Zequinha Marinho";"2º Suplente";"6002";"Marinho Cunha";;;;;;;;;;;;
"751";"Arolde de Oliveira";"Arolde de Oliveira";"Masculino";"Senador ";"PSD";"545";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5936";"Carlos Portinho";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/751";;"sen.aroldedeoliveira@senado.leg.br";;;;;;;
"751";"Arolde de Oliveira";"Arolde de Oliveira";"Masculino";"Senador ";"PSD";"545";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"5934";"Renata Guerra";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/751";;"sen.aroldedeoliveira@senado.leg.br";;;;;;;
"751";"Arolde de Oliveira";"Arolde de Oliveira";"Masculino";"Senador ";"PSD";"545";"RJ";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/751";;"sen.aroldedeoliveira@senado.leg.br";"2891";"2019-02-01";"2020-10-21";"FAL";"Falecimento";;
"5633";"Atilio Francisco";"Atilio Francisco da Silva";"Masculino";"Senador ";"REPUBLICANOS";"516";"SP";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"90";"José Serra";"1º Suplente";"878";"José Aníbal";;;;;;;;;;;;
"5631";"Ayres Marchetti";"Genésio Ayres Marchetti";"Masculino";"Senador ";"PSD";"499";"SC";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5537";"Dário Berger";"1º Suplente";"336";"Paulo Gouvêa";;;;;;;;;;;;
"5554";"Bebeto";"Adalberto Souza Galvão";"Masculino";"Senador ";"PSB";"555";"BA";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"581";"Jaques Wagner";"2º Suplente";"6014";"Luciana Leão Muniz";;;;;;;;;;;;
"4979";"Bene Camacho";"Bene André Camacho Araújo";"Masculino";"Senador ";"PTB";"542";"MA";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5718";"Eliziane Gama";"1º Suplente";"674";"Pedro Fernandes";;;;;;;;;;;;
"5896";"Benjamin Beze Junior";"Benjamin Beze Junior";"Masculino";"Senador ";;"533";"GO";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5895";"Jorge Kajuru";"2º Suplente";"5897";"Milton Mercêz";;;;;;;;;;;;
"5952";"Bento";"Bento Adeodato Porto";"Masculino";"Senador ";;"548";"ES";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5953";"Fabiano Contarato";"1º Suplente";"5950";"Ana Paula Tongo";;;;;;;;;;;;
"6011";"Beto Martins";"Jose Roberto Martins";"Masculino";"Senador ";;"571";"SC";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5350";"Jorginho Mello";"1º Suplente";"6010";"Ivete da Silveira";;;;;;;;;;;;
"5932";"Beto Possamai";"Gilberto Eglair Possamai";"Masculino";"Senador ";;"544";"MT";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5929";"Juíza Selma";"2º Suplente";"5933";"Clerie Fabiana";;;;;;;;;;;;
"5559";"Bispo José";"José Afonso Teixeira";"Masculino";"Senador ";"PL";"500";"AC";"2º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"4558";"Gladson Cameli";"1º Suplente";"5557";"Mailza Gomes";;"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5559.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5559";;;"3005";"2023-01-02";"2023-01-31";"TER";"Término do mandato";;
"6013";"Carlos Alberto";"Carlos Alberto de Castro Almeida";"Masculino";"Senador ";;"573";"AM";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"5502";"Plínio Valério";"2º Suplente";"5931";"Jacira Souza";;;;;;;;;;;;
"5603";"Carlos Augusto Costa";"Carlos Augusto Lopes da Costa";"Masculino";"Senador ";"PV";"519";"PE";"1º Suplente";"55";"2015-02-01";"2019-01-31";"56";"2019-02-01";"2023-01-31";"Titular";"5540";"Fernando Bezerra Coelho";"2º Suplente";"5605";"Eliane Rodrigues";;;;;;;;;;;;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"6304";"Margareth Buzetti";"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";;;;;;;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"2º Suplente";"6305";"José Esteves de Lacerda Filho";"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";;;;;;;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";"2993";"2023-02-01";"2023-02-02";"AFO";"Afastamento do exercício";;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";"2960";"2020-12-15";"2022-06-07";"LCS";"Licença com convocação de suplente (sup 120 dias)";;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";"592";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";;;;;;;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";"582";"MT";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;;;;"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";"2954";"2020-04-17";"2020-12-14";"TER";"Término do mandato";;
"6295";"Carlos Fávaro";"Carlos Henrique Baqueta Fávaro";"Masculino";"Senador ";"PSD";;;;;;;;;;;;;;;;"945";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6295.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/6295";;"sen.carlosfavaro@senado.leg.br";;;;;;;
"6020";"Carlos Milton Morais";"Carlos Milton Morais";"Masculino";"Senador ";;"575";"RO";"2º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"475";"Confúcio Moura";"1º Suplente";"6019";"Maria Eliza";;;;;;;;;;;;
"5936";"Carlos Portinho";"Carlos Francisco Portinho";"Masculino";"Senador ";"PL";"545";"RJ";"1º Suplente";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";"Titular";"751";"Arolde de Oliveira";"2º Suplente";"5934";"Renata Guerra";"949";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5936.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5936";"https://carlosportinho.com.br/";"sen.carlosportinho@senado.leg.br";"2959";"2020-11-03";;;;"RJ";
"5990";"Carlos Viana";"Carlos Alberto Dias Viana";"Masculino";"Senador ";"PODEMOS";"563";"MG";"Titular";"56";"2019-02-01";"2023-01-31";"57";"2023-02-01";"2027-01-31";;;;"1º Suplente";"5991";"Castellar Guimarães Neto";"843";"http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg";"http://www25.senado.leg.br/web/senadores/senador/-/perfil/5990";;"sen.carlosviana@senado.leg.br";;;;;;"MG";
